timestamp_hours,day,hour_of_day,solar_generation_kw,load_demand_kw,battery_soc_percent,battery_energy_kwh,grid_import_kwh,grid_export_kwh,cloud_coverage,inverter_operational
177.0,8,9,1.2,0.516,54.04,7.3,45.99,27.97,0.66,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
178.0,8,10,0.848,0.61,55.8,7.53,46.04,27.97,0.66,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
179.0,8,11,0.439,0.577,54.79,7.4,46.09,27.97,0.66,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
180.0,8,12,0.0,0.621,50.19,6.77,46.15,27.97,0.66,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
181.0,8,13,0.0,0.626,45.55,6.15,46.22,27.97,0.66,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
182.0,8,14,0.0,0.515,41.73,5.63,46.27,27.97,0.66,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
183.0,8,15,0.0,0.506,37.98,5.13,46.32,27.97,0.66,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
184.0,8,16,0.0,0.507,34.23,4.62,46.37,27.97,0.66,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
185.0,8,17,0.0,0.501,30.52,4.12,46.42,27.97,0.66,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
186.0,8,18,0.0,3.027,8.1,1.09,46.72,27.97,0.66,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
187.0,8,19,0.0,1.954,5.0,0.68,48.3,27.97,0.66,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
188.0,8,20,0.0,2.81,5.0,0.68,51.11,27.97,0.66,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
189.0,8,21,0.0,1.775,5.0,0.68,52.89,27.97,0.66,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
190.0,8,22,0.0,0.536,5.0,0.68,53.42,27.97,0.66,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
191.0,8,23,0.0,0.588,5.0,0.68,54.01,27.97,0.66,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
192.0,9,0,0.0,0.526,5.0,0.68,54.54,27.97,0.8,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
193.0,9,1,0.261,0.586,5.0,0.68,54.88,27.97,0.8,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
194.0,9,2,0.503,0.544,5.0,0.68,54.97,27.97,0.8,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
195.0,9,3,0.712,0.592,5.88,0.79,55.02,27.97,0.8,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
196.0,9,4,0.872,0.534,8.39,1.13,55.07,27.97,0.8,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
197.0,9,5,0.972,0.532,11.65,1.57,55.11,27.97,0.8,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
198.0,9,6,1.007,0.515,15.29,2.06,55.15,27.97,0.8,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
199.0,9,7,0.972,0.525,18.61,2.51,55.19,27.97,0.8,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
200.0,9,8,0.872,0.538,21.08,2.85,55.24,27.97,0.8,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
201.0,9,9,0.712,0.521,22.49,3.04,55.28,27.97,0.8,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
202.0,9,10,0.503,0.553,22.13,2.99,55.33,27.97,0.8,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
203.0,9,11,0.261,0.597,19.64,2.65,55.39,27.97,0.8,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
204.0,9,12,0.0,0.509,15.86,2.14,55.44,27.97,0.8,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
205.0,9,13,0.0,0.637,11.14,1.5,55.51,27.97,0.8,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
206.0,9,14,0.0,0.537,7.16,0.97,55.56,27.97,0.8,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
207.0,9,15,0.0,0.551,5.0,0.68,55.85,27.97,0.8,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
208.0,9,16,0.0,0.535,5.0,0.68,56.38,27.97,0.8,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
209.0,9,17,0.0,0.606,5.0,0.68,56.99,27.97,0.8,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
210.0,9,18,0.0,2.716,5.0,0.68,59.7,27.97,0.8,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
211.0,9,19,0.0,2.309,5.0,0.68,62.01,27.97,0.8,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
212.0,9,20,0.0,2.112,5.0,0.68,64.13,27.97,0.8,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
213.0,9,21,0.0,2.308,5.0,0.68,66.43,27.97,0.8,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
214.0,9,22,0.0,0.552,5.0,0.68,66.99,27.97,0.8,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
215.0,9,23,0.0,0.608,5.0,0.68,67.59,27.97,0.8,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
216.0,10,0,0.0,0.551,5.0,0.68,68.14,27.97,0.46,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
217.0,10,1,0.703,0.527,6.3,0.85,68.19,27.97,0.46,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
218.0,10,2,1.357,0.625,11.72,1.58,68.24,27.97,0.46,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
219.0,10,3,1.92,0.594,21.55,2.91,68.28,27.97,0.46,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
220.0,10,4,2.351,0.615,34.41,4.64,68.32,27.97,0.46,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
221.0,10,5,2.622,0.647,49.04,6.62,68.36,27.97,0.46,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
222.0,10,6,2.715,0.575,64.89,8.76,68.39,27.97,0.46,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
223.0,10,7,2.622,0.544,80.28,10.84,68.41,27.97,0.46,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
224.0,10,8,2.351,0.581,93.4,12.61,68.45,27.97,0.46,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
225.0,10,9,1.92,0.594,100.0,13.5,68.45,28.41,0.46,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
226.0,10,10,1.357,0.504,100.0,13.5,68.45,29.26,0.46,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
227.0,10,11,0.703,0.505,100.0,13.5,68.45,29.46,0.46,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
228.0,10,12,0.0,0.644,95.23,12.86,68.51,29.46,0.46,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
229.0,10,13,0.0,0.567,91.03,12.29,68.57,29.46,0.46,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
230.0,10,14,0.0,0.618,86.45,11.67,68.63,29.46,0.46,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
231.0,10,15,0.0,0.569,82.24,11.1,68.69,29.46,0.46,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
232.0,10,16,0.0,0.645,77.46,10.46,68.75,29.46,0.46,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
233.0,10,17,0.0,0.568,73.25,9.89,68.81,29.46,0.46,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
234.0,10,18,0.0,1.751,60.29,8.14,68.99,29.46,0.46,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
235.0,10,19,0.0,2.011,45.39,6.13,69.19,29.46,0.46,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
236.0,10,20,0.0,1.928,31.1,4.2,69.38,29.46,0.46,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
237.0,10,21,0.0,1.446,20.39,2.75,69.52,29.46,0.46,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
238.0,10,22,0.0,0.567,16.2,2.19,69.58,29.46,0.46,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
239.0,10,23,0.0,0.625,11.57,1.56,69.64,29.46,0.46,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
240.0,11,0,0.0,0.592,7.18,0.97,69.7,29.46,0.61,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
241.0,11,1,0.505,0.621,6.32,0.85,69.76,29.46,0.61,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
242.0,11,2,0.975,0.545,9.51,1.28,69.8,29.46,0.61,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
243.0,11,3,1.379,0.548,15.67,2.12,69.85,29.46,0.61,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
244.0,11,4,1.69,0.583,23.87,3.22,69.89,29.46,0.61,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
245.0,11,5,1.884,0.611,33.3,4.5,69.93,29.46,0.61,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
246.0,11,6,1.951,0.613,43.21,5.83,69.97,29.46,0.61,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
247.0,11,7,1.884,0.596,52.75,7.12,70.01,29.46,0.61,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
248.0,11,8,1.69,0.626,60.63,8.18,70.06,29.46,0.61,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
249.0,11,9,1.379,0.514,67.04,9.05,70.09,29.46,0.61,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
250.0,11,10,0.975,0.593,69.87,9.43,70.14,29.46,0.61,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
251.0,11,11,0.505,0.588,69.26,9.35,70.2,29.46,0.61,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
252.0,11,12,0.0,0.617,64.69,8.73,70.26,29.46,0.61,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
253.0,11,13,0.0,0.607,60.2,8.13,70.32,29.46,0.61,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
254.0,11,14,0.0,0.514,56.39,7.61,70.37,29.46,0.61,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
255.0,11,15,0.0,0.588,52.04,7.02,70.43,29.46,0.61,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
256.0,11,16,0.0,0.589,47.67,6.44,70.49,29.46,0.61,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
257.0,11,17,0.0,0.635,42.97,5.8,70.55,29.46,0.61,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
258.0,11,18,0.0,2.597,23.73,3.2,70.81,29.46,0.61,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
259.0,11,19,0.0,3.247,5.0,0.68,71.78,29.46,0.61,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
260.0,11,20,0.0,2.267,5.0,0.68,74.05,29.46,0.61,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
261.0,11,21,0.0,1.499,5.0,0.68,75.55,29.46,0.61,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
262.0,11,22,0.0,0.618,5.0,0.68,76.17,29.46,0.61,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
263.0,11,23,0.0,0.58,5.0,0.68,76.75,29.46,0.61,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
264.0,12,0,0.0,0.615,5.0,0.68,77.36,29.46,0.21,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
265.0,12,1,1.021,0.612,8.03,1.08,77.41,29.46,0.21,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
266.0,12,2,1.972,0.513,18.83,2.54,77.45,29.46,0.21,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
267.0,12,3,2.788,0.568,35.28,4.76,77.47,29.46,0.21,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
268.0,12,4,3.415,0.558,56.44,7.62,77.5,29.46,0.21,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
269.0,12,5,3.809,0.565,80.47,10.86,77.51,29.46,0.21,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
270.0,12,6,3.943,0.608,100.0,13.5,77.51,30.16,0.21,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
271.0,12,7,3.809,0.588,100.0,13.5,77.51,33.38,0.21,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
272.0,12,8,3.415,0.593,100.0,13.5,77.51,36.2,0.21,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
273.0,12,9,2.788,0.519,100.0,13.5,77.51,38.47,0.21,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
274.0,12,10,1.972,0.506,100.0,13.5,77.51,39.93,0.21,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
275.0,12,11,1.021,0.637,100.0,13.5,77.51,40.32,0.21,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
276.0,12,12,0.0,0.541,95.99,12.96,77.57,40.32,0.21,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
277.0,12,13,0.0,0.518,92.16,12.44,77.62,40.32,0.21,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
278.0,12,14,0.0,0.598,87.72,11.84,77.68,40.32,0.21,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
279.0,12,15,0.0,0.549,83.66,11.29,77.73,40.32,0.21,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
280.0,12,16,0.0,0.511,79.87,10.78,77.79,40.32,0.21,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
281.0,12,17,0.0,0.553,75.78,10.23,77.84,40.32,0.21,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
282.0,12,18,0.0,3.294,51.38,6.94,78.17,40.32,0.21,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
283.0,12,19,0.0,1.903,37.28,5.03,78.36,40.32,0.21,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
284.0,12,20,0.0,1.228,28.18,3.8,78.48,40.32,0.21,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
285.0,12,21,0.0,3.041,5.66,0.76,78.79,40.32,0.21,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
286.0,12,22,0.0,0.573,5.0,0.68,79.28,40.32,0.21,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
287.0,12,23,0.0,0.617,5.0,0.68,79.9,40.32,0.21,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
288.0,13,0,0.0,0.537,5.0,0.68,80.44,40.32,0.74,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
289.0,13,1,0.338,0.624,5.0,0.68,80.75,40.32,0.74,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
290.0,13,2,0.653,0.553,5.74,0.78,80.8,40.32,0.74,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
291.0,13,3,0.924,0.576,8.32,1.12,80.85,40.32,0.74,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
292.0,13,4,1.132,0.556,12.59,1.7,80.89,40.32,0.74,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
293.0,13,5,1.262,0.57,17.72,2.39,80.94,40.32,0.74,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
294.0,13,6,1.307,0.648,22.59,3.05,80.99,40.32,0.74,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
295.0,13,7,1.262,0.602,27.48,3.71,81.04,40.32,0.74,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
296.0,13,8,1.132,0.64,31.12,4.2,81.09,40.32,0.74,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
297.0,13,9,0.924,0.562,33.81,4.56,81.14,40.32,0.74,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
298.0,13,10,0.653,0.546,34.6,4.67,81.18,40.32,0.74,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
299.0,13,11,0.338,0.528,33.2,4.48,81.23,40.32,0.74,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
300.0,13,12,0.0,0.552,29.11,3.93,81.29,40.32,0.74,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
301.0,13,13,0.0,0.581,24.81,3.35,81.35,40.32,0.74,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
302.0,13,14,0.0,0.523,20.93,2.83,81.4,40.32,0.74,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
303.0,13,15,0.0,0.605,16.45,2.22,81.46,40.32,0.74,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
304.0,13,16,0.0,0.64,11.71,1.58,81.52,40.32,0.74,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
305.0,13,17,0.0,0.535,7.75,1.05,81.58,40.32,0.74,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
306.0,13,18,0.0,3.117,5.0,0.68,84.36,40.32,0.74,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
307.0,13,19,0.0,1.738,5.0,0.68,86.1,40.32,0.74,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
308.0,13,20,0.0,0.876,5.0,0.68,86.97,40.32,0.74,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
309.0,13,21,0.0,2.881,5.0,0.68,89.85,40.32,0.74,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
310.0,13,22,0.0,0.603,5.0,0.68,90.46,40.32,0.74,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
311.0,13,23,0.0,0.545,5.0,0.68,91.0,40.32,0.74,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
312.0,14,0,0.0,0.546,5.0,0.68,91.55,40.32,0.35,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
313.0,14,1,0.842,0.583,6.92,0.93,91.6,40.32,0.35,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
314.0,14,2,1.626,0.578,14.68,1.98,91.64,40.32,0.35,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
315.0,14,3,2.299,0.64,26.98,3.64,91.68,40.32,0.35,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
316.0,14,4,2.816,0.585,43.5,5.87,91.71,40.32,0.35,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
317.0,14,5,3.141,0.634,62.08,8.38,91.74,40.32,0.35,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
318.0,14,6,3.252,0.582,81.85,11.05,91.77,40.32,0.35,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
319.0,14,7,3.141,0.546,100.0,13.5,91.77,40.46,0.35,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
320.0,14,8,2.816,0.568,100.0,13.5,91.77,42.71,0.35,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
321.0,14,9,2.299,0.612,100.0,13.5,91.77,44.4,0.35,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
322.0,14,10,1.626,0.536,100.0,13.5,91.77,45.49,0.35,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
323.0,14,11,0.842,0.634,100.0,13.5,91.77,45.7,0.35,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
324.0,14,12,0.0,0.641,95.25,12.86,91.83,45.7,0.35,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
325.0,14,13,0.0,0.626,90.62,12.23,91.9,45.7,0.35,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
326.0,14,14,0.0,0.619,86.03,11.61,91.96,45.7,0.35,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
327.0,14,15,0.0,0.633,81.34,10.98,92.02,45.7,0.35,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
328.0,14,16,0.0,0.594,76.94,10.39,92.08,45.7,0.35,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
329.0,14,17,0.0,0.513,73.14,9.87,92.13,45.7,0.35,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
330.0,14,18,0.0,3.488,47.3,6.39,92.48,45.7,0.35,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
331.0,14,19,0.0,2.992,25.14,3.39,92.78,45.7,0.35,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
332.0,14,20,0.0,2.385,7.47,1.01,93.02,45.7,0.35,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
333.0,14,21,0.0,0.967,5.0,0.68,93.69,45.7,0.35,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
334.0,14,22,0.0,0.578,5.0,0.68,94.26,45.7,0.35,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
335.0,14,23,0.0,0.622,5.0,0.68,94.89,45.7,0.35,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
336.0,15,0,0.0,0.557,5.0,0.68,95.44,45.7,0.73,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
337.0,15,1,0.35,0.569,5.0,0.68,95.69,45.7,0.73,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
338.0,15,2,0.676,0.503,6.28,0.85,95.74,45.7,0.73,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
339.0,15,3,0.956,0.646,8.58,1.16,95.79,45.7,0.73,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
340.0,15,4,1.171,0.517,13.43,1.81,95.83,45.7,0.73,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
341.0,15,5,1.306,0.607,18.61,2.51,95.88,45.7,0.73,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
342.0,15,6,1.352,0.639,23.9,3.23,95.93,45.7,0.73,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
343.0,15,7,1.306,0.57,29.35,3.96,95.97,45.7,0.73,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
344.0,15,8,1.171,0.53,34.1,4.6,96.02,45.7,0.73,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
345.0,15,9,0.956,0.557,37.06,5.0,96.06,45.7,0.73,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
346.0,15,10,0.676,0.624,37.45,5.06,96.12,45.7,0.73,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
347.0,15,11,0.35,0.611,35.51,4.79,96.17,45.7,0.73,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
348.0,15,12,0.0,0.617,30.95,4.18,96.24,45.7,0.73,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
349.0,15,13,0.0,0.595,26.54,3.58,96.3,45.7,0.73,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
350.0,15,14,0.0,0.613,22.0,2.97,96.36,45.7,0.73,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
351.0,15,15,0.0,0.64,17.26,2.33,96.42,45.7,0.73,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
352.0,15,16,0.0,0.583,12.94,1.75,96.48,45.7,0.73,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
353.0,15,17,0.0,0.617,8.37,1.13,96.54,45.7,0.73,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
354.0,15,18,0.0,3.082,5.0,0.68,99.21,45.7,0.73,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000260CB83EA50>>
